Full Address,Latitude,Longitude,category,rating,no_of_rating,location,phone_no,type
"Diu local market Diu, Dadra and Nagar Haveli and Daman and Diu",20.7185842,70.9870739,Market,3.7,1700,"Diu, Dadra and Nagar Haveli and Daman and Diu",,On-site services
"Genuine wines Shop No 6, Genuine Wines, Abhishek Luxuria, 7,8, Daman - Kunta Rd",20.4216949,72.8412671,Liquor Shop,4.5,78,"Shop No 6, Genuine Wines, Abhishek Luxuria, 7,8, Daman - Kunta Rd",097370 19888,In-store shopping
Shiv Shakti Footwear Zapabar Main Rd,20.4177598,72.8364405,Store,4.7,3,Zapabar Main Rd,070166 88964,"In-store shopping,Delivery"
"Shree Food Corner Super Market CR2J+2P4, Main Rd",-27.5999875,152.8318281,Discount supermarket,4,236,"CR2J+2P4, Main Rd",097375 08999,
"Lovely Wine Yogeswar Complex, 6, Vapi - Daman Rd",20.3893155,72.9106202,Wine store,4.2,101,"Yogeswar Complex, 6, Vapi - Daman Rd",,In-store shopping
"THE SHOE BOX FOOTWEAR Shop No 1/2, Zapabar Main Rd, opp. Shahi Masjid",20.4176197,72.8357345,Shoe store,5,26,"Shop No 1/2, Zapabar Main Rd, opp. Shahi Masjid",096388 86585,
"Ambica Super Store & Medical Store - Best place for shopping Sai kripa society, 1, Daman - Kunta Rd, opposite Uco Bank",20.4207415,72.839015,Supermarket,4.3,201,"Sai kripa society, 1, Daman - Kunta Rd, opposite Uco Bank",074859 00975,Delivery
"Coast Guard Canteen daman CVR2+5MJ, Airport Rd",20.4404518,72.8516386,Shopping mall,4.5,80,"CVR2+5MJ, Airport Rd",,
Jenish Wine Shop Shop No. 5 Anuradha Complex Airport Rd Mashal Chowk Nani Daman,20.4221785,72.8413755,Wine store,3.8,30,Shop No. 5 Anuradha Complex Airport Rd Mashal Chowk Nani Daman,,Delivery
"City Centre Daman, Dadra and Nagar Haveli and Daman and Diu",20.4174515,72.838665,Shopping mall,4,439,"Daman, Dadra and Nagar Haveli and Daman and Diu",,
"Milano Shoes N Bags Shop No. 4, Nilkanth Residency Main Road Khariwad Near Hotel Presidency, next to YES Bank",20.418249,72.8456149,Shoe store,4.1,24,"Shop No. 4, Nilkanth Residency Main Road Khariwad Near Hotel Presidency, next to YES Bank",098799 33660,Delivery
"D.J. Wines CVG3+367, Vapi Daman, Main Rd",20.3973736,72.8327991,Liquor Shop,4.1,277,"CVG3+367, Vapi Daman, Main Rd",,Delivery
Bodyline Daman Seaface Rd,20.4173822,72.8317289,Men's clothing store,4.4,7,Seaface Rd,092278 61513,"In-store shopping,Delivery"
"Siyaram Outlet Vapi, Dadra and Nagar Haveli and Daman and Diu",20.400705,72.8923307,Clothing store,4.1,179,"Vapi, Dadra and Nagar Haveli and Daman and Diu",,
New India Bakery koliwad house no. 15/153,15.3396839,75.4242758,Bakery and Cake Shop,4.2,67,koliwad house no. 15/153,,Delivery
"Shivneri Chaha ,Daman City Center Complex, opp. Bus Stand",20.3973736,72.8327991,Tea store,4.8,13,"City Center Complex, opp. Bus Stand",087586 31212,
"Siyaram Silk Mills Ltd - Oxemberg - J.Hampstead Daman, Dadra and Nagar Haveli and Daman and Diu",20.4101435,72.8772918,Clothing store,4.2,77,"Daman, Dadra and Nagar Haveli and Daman and Diu",022 3040 0500,"In-store shopping,In-store pick-up"
"Fortune Square Vapi, Gujarat",20.3954013,72.8927616,Shopping mall,4.1,1700,"Vapi, Gujarat",097235 51777,
"Royal Mobile ( Mobile Phones and Accessories) Kavi Khabardar Rd, near DMC market",20.4173935,72.8332848,Cell phone store,5,35,"Kavi Khabardar Rd, near DMC market",097145 25372,"In-store shopping,Kerbside pickup"
"Iyengar Bakery Daman, Dadra and Nagar Haveli and Daman and Diu",20.4174049,72.8385016,Bakery and Cake Shop,4.6,19,"Daman, Dadra and Nagar Haveli and Daman and Diu",,Delivery
"Mukesh Wines Pataliya FV6M+6HP, Pataliya Bridge",20.4605939,72.8839475,Wine store,4.3,556,"FV6M+6HP, Pataliya Bridge",098244 00009,
"Sea Shore Wines House No.69-4, Devka Road",20.4370074,72.8312436,Wine store,3.9,87,"House No.69-4, Devka Road",,Delivery
"Cake n Bite's Daman - Kunta Road, NEAR, Dunetha Rd",20.4224875,72.8430658,Bakery and Cake Shop,4,26,"Daman - Kunta Road, NEAR, Dunetha Rd",099982 87088,"In-store shopping,Kerbside pickup"
"Fabric Plus Shop No. 8, 9, Manchha Complex, Daman - Kunta Rd",20.4212564,72.8409725,Curtain store,4.6,13,"Shop No. 8, 9, Manchha Complex, Daman - Kunta Rd",,Delivery
"Mahalaxmi Sweet & Cold Drinks Nani, Zari Kojway Road Opposite Mahesh Bar, kachigam Char Rasta, Vapi-Kachigam Rd",20.3757807,72.9013911,Sweet shop,4.1,24,"Nani, Zari Kojway Road Opposite Mahesh Bar, kachigam Char Rasta, Vapi-Kachigam Rd",097249 25064,"In-store shopping,Delivery"
"7 HORSES - The Best Apple Products Provider. Shop No.2, Dilip Empire",20.4198222,72.833479,Cell phone store,4.7,93,"Shop No.2, Dilip Empire",090902 02047,"In-store shopping,In-store pick-up"
"SPEEDMART 10/30, kk marg Main road",18.9821919,72.8255252,Supermarket,4,138,"10/30, kk marg Main road",063592 22975,"In-store shopping,Delivery"
"iStore Apple Sales and Service - Authorised Reseller Shop No 10 , IStore, Fortune Paradise, College road , Dunetha Nani",20.4267761,72.8470073,Mobile phone repair shop,4.6,89,"Shop No 10 , IStore, Fortune Paradise, College road , Dunetha Nani",096010 03885,
SIYARAM FACTORY OUTLET Alok city,20.2263799,73.036755,Clothing store,4,332,Alok city,022 3040 0500,"In-store shopping,Delivery"
"P&B Music Solution Marwad, Dadra and Nagar Haveli and Daman and Diu",20.4178099,72.8353635,Music store,4.9,44,"Marwad, Dadra and Nagar Haveli and Daman and Diu",099796 88608,"In-store shopping,Delivery"
"Dwarka Collection || Best Clothing Shop, Mens Readymade Showroom, Men's Wear Showroom, Jockey Undergarments Shop Shop No. 1, Pragati Shopping Centre, 4 Rasta, near Union Bank, opp. Mangal Market",22.2441975,68.9684562,Men's clothing store,5,4,"Shop No. 1, Pragati Shopping Centre, 4 Rasta, near Union Bank, opp. Mangal Market",,Delivery
"Bakers & More (Nani Daman) Shop no 7 & 8, Nani, Anuradha Complex, Chowk, near Mashal",20.4148699,72.8353005,Bakery and Cake Shop,4.1,22,"Shop no 7 & 8, Nani, Anuradha Complex, Chowk, near Mashal",,
"THE WAFFLE WINGS Shop no.5, Shree Machhi Mahajan Food Park, near Jetty Rolls",20.3752908,72.9194329,Bakery and Cake Shop,5,21,"Shop no.5, Shree Machhi Mahajan Food Park, near Jetty Rolls",,Delivery
Kids Corner Daman CR8J+X7M,20.4174573,72.8306825,Toy store,4.8,5,CR8J+X7M,,"In-store shopping,Delivery"
"Banswara Garments K3 Marwad, Dadra and Nagar Haveli and Daman and Diu",20.4421669,72.8596706,Clothing store,4.1,842,"Marwad, Dadra and Nagar Haveli and Daman and Diu",022 2206 4486,
MOON STAR mens wear CR9M+5RW,20.4179859,72.8345767,Shopping mall,4.5,4,CR9M+5RW,,
Amrin Fish Company Parkota Sheri Rd,20.4147901,72.8324507,Seafood wholesaler,5,22,Parkota Sheri Rd,099785 88362,
"JANTA ELECTRICALS SHAHI MASJID SHOPPING CENTER, Zapabar Main Rd",20.417794,72.835794,Electrical supply store,4.8,100,"SHAHI MASJID SHOPPING CENTER, Zapabar Main Rd",,
"Sea shell shop Seaface Rd, near hotel sovereign, opposite hotel Brighton Sea shell shop",50.8229402,-0.1362672,Cutlery store,5,4,"Seaface Rd, near hotel sovereign, opposite hotel Brighton Sea shell shop",096621 88970,In-store shopping
"Croma - Vapi Daman Vapi, Gujarat",20.3896284,72.8970168,Electronics store,4.8,13000,"Vapi, Gujarat",099798 40884,"In-store shopping,In-store pick-up"
"J K Sweet Vapi, Dadra and Nagar Haveli and Daman and Diu",20.4004039,72.8782883,Sweet shop,4.4,599,"Vapi, Dadra and Nagar Haveli and Daman and Diu",0260 224 2695,
B4bakers live cake Main Rd,20.3997104,72.8322767,Bakery and Cake Shop,4.4,20,Main Rd,081288 39719,
"Status Quo CV2H+V2P, Somnath - Kachhigam Rd",20.4022125,72.8775781,Clothing store,4.1,38,"CV2H+V2P, Somnath - Kachhigam Rd",022 4221 4600,Delivery
"Daman Mobile Daman, Dadra and Nagar Haveli and Daman and Diu",20.4198489,72.8333693,Cell phone store,4.1,32,"Daman, Dadra and Nagar Haveli and Daman and Diu",,"In-store shopping,In-store pick-up"
Aarti Kirana wholesaler superstore in front of DCB Bank,20.4178003,72.8349239,Indian grocery store,5,2,in front of DCB Bank,085117 76136,Delivery
"Shoppers Gate Vapi, Gujarat",20.3943763,72.8933154,Shopping mall,4,371,"Vapi, Gujarat",,
"Big C Bar & Family Restaurant Daman, Dadra and Nagar Haveli and Daman and Diu",20.4180625,72.8525625,Bar,3.8,747,"Daman, Dadra and Nagar Haveli and Daman and Diu",,"Dine-in,Drive-through"
"Super Snacks 4, Devka Beach Rd",20.4207033,72.8324059,Fast Food,4.4,76,"4, Devka Beach Rd",084604 22672,
"MJ Corporation Near Shree Satyanaryan Temple, Katheira, Luhar St",20.4185511,72.8318097,Computer store,4.7,221,"Near Shree Satyanaryan Temple, Katheira, Luhar St",099984 87100,
"Banyan Roots Family Restaurant & Bar Varkund, Mg Road, opposite Deltin",20.402643,72.861763,Restaurant,4.2,1700,"Varkund, Mg Road, opposite Deltin",076009 15554,"Dine-in,Drive-through"
"Akshay tattoo CR8J+XRP, Seaface Rd",20.4174516,72.8320928,Tattoo shop,4.5,12,"CR8J+XRP, Seaface Rd",,
"M K Mobile shop Shop No.2, Kanyakumari Apartment Teen Batti",8.0843512,77.5495019,Cell phone store,4.3,267,"Shop No.2, Kanyakumari Apartment Teen Batti",098243 49813,
Dragon Artist Tattoo Studio Jampore beach,20.3766478,72.8244438,Tattoo and piercing shop,5,118,Jampore beach,097372 37567,
Chai Adda CRCV+X6J,9.4224625,-84.1569844,Tea store,4.3,23,CRCV+X6J,,Delivery
"JR Ajmeri Furnishing Shop Opp Idbi bank,kathiria,NANI DAMAN, near sagar petrol pump",23.838805,78.7378068,Curtain store,4.7,7,"Opp Idbi bank,kathiria,NANI DAMAN, near sagar petrol pump",098796 67770,"In-store shopping,Delivery"
"Amul Ice Cream CRCR+G9H, Daman - Kunta Rd",20.4213125,72.8409844,Ice Cream,4,84,"CRCR+G9H, Daman - Kunta Rd",,"In-store shopping,Delivery"
"Ek dant art Shop Shivam Apartment, 14, Daman - Kunta Rd, Masal Chowk, Nani Daman",20.4148699,72.8353005,Store,5,4,"Shivam Apartment, 14, Daman - Kunta Rd, Masal Chowk, Nani Daman",,Delivery
"Rajaram Provision Store Kabra Housing Society, Dunetha Rd",20.4227749,72.8426707,General store,4.3,4,"Kabra Housing Society, Dunetha Rd",093770 13902,Delivery
B4bakers live cake Main Rd,20.3997104,72.8322767,Bakery and Cake Shop,4.4,20,Main Rd,081288 39719,
"Status Quo CV2H+V2P, Somnath - Kachhigam Rd",20.4022125,72.8775781,Clothing store,4.1,38,"CV2H+V2P, Somnath - Kachhigam Rd",022 4221 4600,Delivery
"Daman Mobile Daman, Dadra and Nagar Haveli and Daman and Diu",20.4198489,72.8333693,Cell phone store,4.1,32,"Daman, Dadra and Nagar Haveli and Daman and Diu",,"In-store shopping,In-store pick-up"
Aarti Kirana wholesaler superstore in front of DCB Bank,20.4178003,72.8349239,Indian grocery store,5,2,in front of DCB Bank,085117 76136,Delivery
"Shoppers Gate Vapi, Gujarat",20.3943763,72.8933154,Shopping mall,4,371,"Vapi, Gujarat",,
"Big C Bar & Family Restaurant Daman, Dadra and Nagar Haveli and Daman and Diu",20.4180625,72.8525625,Bar,3.8,747,"Daman, Dadra and Nagar Haveli and Daman and Diu",,"Dine-in,Drive-through"
"Super Snacks 4, Devka Beach Rd",20.4207033,72.8324059,Fast Food,4.4,76,"4, Devka Beach Rd",084604 22672,
"MJ Corporation Near Shree Satyanaryan Temple, Katheira, Luhar St",20.4185511,72.8318097,Computer store,4.7,221,"Near Shree Satyanaryan Temple, Katheira, Luhar St",099984 87100,
"Banyan Roots Family Restaurant & Bar Varkund, Mg Road, opposite Deltin",20.402643,72.861763,Restaurant,4.2,1700,"Varkund, Mg Road, opposite Deltin",076009 15554,"Dine-in,Drive-through"
"Akshay tattoo CR8J+XRP, Seaface Rd",20.4174516,72.8320928,Tattoo shop,4.5,12,"CR8J+XRP, Seaface Rd",,
"M K Mobile shop Shop No.2, Kanyakumari Apartment Teen Batti",8.0843512,77.5495019,Cell phone store,4.3,267,"Shop No.2, Kanyakumari Apartment Teen Batti",098243 49813,
Dragon Artist Tattoo Studio Jampore beach,20.3766478,72.8244438,Tattoo and piercing shop,5,118,Jampore beach,097372 37567,
Chai Adda CRCV+X6J,9.4224625,-84.1569844,Tea store,4.3,23,CRCV+X6J,,Delivery
"JR Ajmeri Furnishing Shop Opp Idbi bank,kathiria,NANI DAMAN, near sagar petrol pump",23.838805,78.7378068,Curtain store,4.7,7,"Opp Idbi bank,kathiria,NANI DAMAN, near sagar petrol pump",098796 67770,"In-store shopping,Delivery"
"Amul Ice Cream CRCR+G9H, Daman - Kunta Rd",20.4213125,72.8409844,Ice Cream,4,84,"CRCR+G9H, Daman - Kunta Rd",,"In-store shopping,Delivery"
"Ek dant art Shop Shivam Apartment, 14, Daman - Kunta Rd, Masal Chowk, Nani Daman",20.4148699,72.8353005,Store,5,4,"Shivam Apartment, 14, Daman - Kunta Rd, Masal Chowk, Nani Daman",,Delivery
"Rajaram Provision Store Kabra Housing Society, Dunetha Rd",20.4227749,72.8426707,General store,4.3,4,"Kabra Housing Society, Dunetha Rd",093770 13902,Delivery
"Yazdan Bar & Restaurant CR8J+VVF, Seaface Rd, Opp. Fish Market, Nani Daman, Dhamatne",20.4171929,72.8321565,Restaurant,3.5,116,"CR8J+VVF, Seaface Rd, Opp. Fish Market, Nani Daman, Dhamatne",090331 77657,"Dine-in,Drive-through"
"Cake N Bake Shop No1, Near Yash Bar, Vapi - Daman Main Rd, Amaliya",20.4052329,72.8397317,Bakery and Cake Shop,4.7,19,"Shop No1, Near Yash Bar, Vapi - Daman Main Rd, Amaliya",090339 61301,
"Royal Dream Vapi, Gujarat",20.3944331,72.8933034,Shopping mall,3.9,146,"Vapi, Gujarat",,In-store shopping
"NEW BOMBAY CYCLE STORE CRCR+J6H, Daman - Kunta Rd",20.421559,72.8406242,Bicycle Shop,3.5,6,"CRCR+J6H, Daman - Kunta Rd",,"In-store shopping,Delivery"
"MEGHANA COMPUTERS SHOP NO,6, Anuradha Complex, beside MUTHOOTH FINANCE",22.9677935,89.8137202,Computer store,4.2,35,"SHOP NO,6, Anuradha Complex, beside MUTHOOTH FINANCE",083062 22239,"In-store shopping,In-store pick-up"
"RK TOYS SHOP Shop No 04 Masjid Cross Road Vegetable Market, Zapabar Main Rd",20.417478,72.8360346,Childrens Store,4.2,5,"Shop No 04 Masjid Cross Road Vegetable Market, Zapabar Main Rd",098984 11713,Delivery
"Nani Daman Fort CR7M+776, Near",20.4131597,72.8331468,Fortress,4.2,1400,"CR7M+776, Near",,On-site services
"TEBHO CLOTHING LLP Vapi, Dadra and Nagar Haveli and Daman and Diu",20.4114692,72.8779555,Clothing store,4.7,3,"Vapi, Dadra and Nagar Haveli and Daman and Diu",,
"Tribhovandas Bhimji Zaveri (TBZ - The Original), Chala Daman Road, Vapi Vapi, Gujarat",20.3954118,72.8929223,Jewelry store,4.7,999,"Vapi, Gujarat",090333 40055,"In-store shopping,In-store pick-up"
"New American Bakery Seaface Rd, Opposite Power House",20.4179115,72.8317345,Bakery and Cake Shop,3.5,23,"Seaface Rd, Opposite Power House",093778 55995,Delivery
"Shree Balaji Enterprises U T, SHOP NO 6/L KALARIYA CIRCLE OPP D MART, VILLAGE DABHEL NANI",40.7606608,-111.8939487,Oil Wholesaler,4.8,24,"U T, SHOP NO 6/L KALARIYA CIRCLE OPP D MART, VILLAGE DABHEL NANI",090163 42769,
"Mother Care Pets - The Pet Shop Daman Shop no. 3, Fortune Paradise Building, Daman - Kunta Rd, near daman College",20.4233732,72.8463205,Pet store,4,4,"Shop no. 3, Fortune Paradise Building, Daman - Kunta Rd, near daman College",099742 34403,"In-store shopping,In-store pick-up"
"Happiness Travel : Bike & Car - Hire & Rent 401, Advance Appt, Khariwad Rd, behind Tara Terrace",20.418249,72.8456149,Scooter rental service,4.9,1300,"401, Advance Appt, Khariwad Rd, behind Tara Terrace",084606 44559,
Om Sainath Mobile Shope Daman,20.3766932,72.8806464,Electronics store,4.3,15,Daman,,Delivery
"SHEEBA TYRES & AUTOMOBILE Nani, Nani Daman, Dunetha Rd, opposite Govt College",20.4239099,72.8486664,Tire shop,4.8,50,"Nani, Nani Daman, Dunetha Rd, opposite Govt College",098241 54978,
"Jockey Exclusive Store Vapi, Gujarat",20.3743499,72.9201799,Clothing store,4.6,187,"Vapi, Gujarat",081403 44460,"In-store shopping,Kerbside pickup"
"Westside Vapi, Gujarat",20.3831313,72.903345,Clothing store,4.2,205,"Vapi, Gujarat",086559 47232,Delivery
"Pantaloons (Centre Bazar, Vapi) Vapi, Gujarat",20.3985127,72.8908568,Clothing store,4,510,"Vapi, Gujarat",086579 15009,
"Central Bazzar , Vapi Vapi, Gujarat",20.3986782,72.8908695,Shopping mall,4,358,"Vapi, Gujarat",080005 54444,On-site services
"Max Shopping Vapi, Gujarat",20.398401,72.8908183,Clothing store,4.1,331,"Vapi, Gujarat",084607 27314,
"Imperial Honda Daman CR9W+36J Mata Mandir, Near Indian Petrol Pump Daman Vapi Main Road, Khariwad Rd",20.417705,72.8455018,Honda dealer,3.9,11,"CR9W+36J Mata Mandir, Near Indian Petrol Pump Daman Vapi Main Road, Khariwad Rd",,Delivery
Destination Wedding Planner - AJ71 Events Opp Casa De Damao Hotel Khariwad,20.417025,72.839996,Wedding venue,4.7,157,Opp Casa De Damao Hotel Khariwad,088667 10164,"On-site services,Online appointments"
"The Arvind Store Vapi, Gujarat",20.395327,72.893078,Clothing store,3.8,29,"Vapi, Gujarat",073597 80585,"In-store shopping,In-store pick-up"
"Empress Mall Silvassa, Dadra and Nagar Haveli and Daman and Diu",20.2545797,73.0124545,Shopping mall,3.2,87,"Silvassa, Dadra and Nagar Haveli and Daman and Diu",,
"ZUDIO - Vapi, R - square Vapi, Gujarat",20.3832317,72.9035912,Clothing store,4.2,765,"Vapi, Gujarat",,In-store pick-up
"FORTUNE SHOPPING MALL by FDCPL - Builders, Developers and A Real Estate Entity in Vapi Vapi, Gujarat",20.3683294,72.9245356,Shopping mall,3.9,1000,"Vapi, Gujarat",097235 51777,On-site services
"NIKE Vapi, Gujarat",20.3938594,72.8927572,Clothing store,3.9,101,"Vapi, Gujarat",080091 90566,
"Tussah - Vapi Vapi, Gujarat",20.3954048,72.8928824,Clothing Accessories Store,4.3,22,"Vapi, Gujarat",,"In-store shopping,Delivery"
"Sai Majesty Shopping Centre Vapi, Gujarat",20.3752162,72.9181138,Shopping mall,3.6,390,"Vapi, Gujarat",,
Daman New Beach CR5H+HQX,20.4089824,72.8294836,Beach pavillion,4.5,366,CR5H+HQX,,
"Gunjan Shopping Center Vapi, Gujarat",20.3788046,72.9375449,Shopping mall,4.3,104,"Vapi, Gujarat",098697 77516,
"Agnee Bakers Vapi, Gujarat",20.382287,72.904412,Bakery and Cake Shop,4.3,869,"Vapi, Gujarat",,
"Virat Sports and Fit Fuel Vapi, Gujarat",20.3893582,72.8970877,Sporting goods store,4.4,96,"Vapi, Gujarat",085309 41143,"In-store shopping,In-store pick-up"
"Mechanical chaii wala New market somnath circle, Vapi - Daman Main Rd",20.41164,72.8797043,Tea store,5,32,"New market somnath circle, Vapi - Daman Main Rd",097276 73966,
"Mansoor Store Stall No.7, Kavi Khabardar Rd",20.4172803,72.8340711,Watch store,4.1,27,"Stall No.7, Kavi Khabardar Rd",084607 22026,
"Silver Waves Resort & Spa Daman, A member of Radisson Individuals Survey No 16/1, Devka Road",20.4167644,72.8334426,Hotel,4.1,1800,"Survey No 16/1, Devka Road",075670 00277,
"Galaxy High Street: Shopping Mall | Centre | Store Vapi, Gujarat",20.3743802,72.9196554,Shopping mall,4.4,331,"Vapi, Gujarat",078747 18111,
"Diu Fort Diu, Dadra and Nagar Haveli and Daman and Diu",20.7146981,70.9961398,Fortress,4.4,22000,"Diu, Dadra and Nagar Haveli and Daman and Diu",02875 252 653,
"Bata Shoe Store Vapi, Gujarat",20.389316,72.91062,Shoe store,4.6,23,"Vapi, Gujarat",097148 60355,
"V Rock & pop musical vapi Vapi, Gujarat",20.3966214,72.8923717,Musical instrument store,4.3,333,"Vapi, Gujarat",090337 73457,
"Kingwell Bean Bag Vapi, Gujarat",20.3970129,72.892635,Furniture Manufacturer,5,113,"Vapi, Gujarat",095588 64199,
"Gold Seal Saargummi India Pvt. Ltd. Daman, Dadra and Nagar Haveli and Daman and Diu",20.4544781,72.8636055,Rubber products supplier,4.3,30,"Daman, Dadra and Nagar Haveli and Daman and Diu",022 2566 3498,"In-store pick-up,Delivery"
"Perfect Filaments Ltd Survey No 285/1,286,287/5, 291,292 / 3,292/4, 292/5, Coastal Express Highway",20.4508043,72.8694761,Manufacturer,3.4,24,"Survey No 285/1,286,287/5, 291,292 / 3,292/4, 292/5, Coastal Express Highway",,
"Vroom Vroom bikes and car rental Devka Beach Rd, opposite jazira hotel",20.4500081,72.8431002,Two Wheeler Rental Agency,5,39,"Devka Beach Rd, opposite jazira hotel",097636 98974,
"HP World Vapi, Gujarat",20.393681,72.8937917,Computer store,4.9,197,"Vapi, Gujarat",091674 82890,Delivery
"KALRAV KIDS WEAR Vapi, Gujarat",20.393584,72.893583,Childrens Store,5,3,"Vapi, Gujarat",,"In-store shopping,Delivery"
"Oxemberg Factory Outlet Vapi, Gujarat",20.3748438,72.9207511,Men's clothing store,3.9,174,"Vapi, Gujarat",080004 35535,"In-store shopping,Delivery"
"Mirasol Lake Garden Marwad, Dadra and Nagar Haveli and Daman and Diu",20.4603856,72.8541513,Garden,4.4,1300,"Marwad, Dadra and Nagar Haveli and Daman and Diu",0141 220 9860,
"The Cycle Studio - Elevating Your Cycling Experience with Affordable Cycle Price Vapi, Gujarat",20.3890737,72.8977949,Bicycle Shop,5,243,"Vapi, Gujarat",099987 43149,"In-store shopping,In-store pick-up"
"Digi1 Vapi Vapi, Gujarat",20.3938991,72.8941115,Electronics store,4.8,911,"Vapi, Gujarat",073049 85295,
"Shiv Plywood & Ceramic Store(Godrej Interio Dealer) CRCP+565, Behind Goa Co-operative Bank,Dilip Nagar,Nani Daman",20.4203875,72.8356094,Shopping mall,4.4,10,"CRCP+565, Behind Goa Co-operative Bank,Dilip Nagar,Nani Daman",098256 44567,
"Silver Tea Centre CR8Q+X7W, Opp Bus stop, Near Bharat Petrol Pump",31.4174875,-86.1617969,Tea store,4.8,33,"CR8Q+X7W, Opp Bus stop, Near Bharat Petrol Pump",099047 56006,
"Nice Collection Shop No.17, Kavi Khabardar Rd",20.4163387,72.8335198,Clothing store,4,5,"Shop No.17, Kavi Khabardar Rd",090222 43415,
"Famous Chicken And Mutton Shop Shop Number 2, Near, Ambawadi Rd",20.4029287,72.8467641,Chicken & Mutton Shop,,,"Shop Number 2, Near, Ambawadi Rd",097239 02675,
"Banarasi bhelpuri and pani puri CR7M+C55, Near st. Jerom fort , jetty stall, Chowpati",19.4135125,72.8329844,Panipuri shop,3.8,6,"CR7M+C55, Near st. Jerom fort , jetty stall, Chowpati",,
"Mystery Trunk C/o Pillares, EXIM LLP, Daman Rd",20.4124348,72.878258,Outlet mall,5,1,"C/o Pillares, EXIM LLP, Daman Rd",072111 98444,
